accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
GSE145725,RND2,-0.03955622258110501,0.4595130980599009,9,10,-0.022421470920275924,0.020179323828245898
GSE158395,RND2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RND2,-0.036837624118682945,0.13485140821180236,110,110,-0.018521621778303615,0.018521621778303646
GSE181297,RND2,-0.16294478230199072,0.7650031591319509,4,3,-0.09026474282785876,0.12035299043714572
GSE188952,RND2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RND2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RND2,-0.37948077954704484,0.46357387091651586,10,9,-0.18951351766870056,0.210570575187446
Sun_Burns,RND2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RND3,-2.164343251299695,0.5782597288340967,9,10,-0.7871057654018928,0.7083951888617058
GSE158395,RND3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RND3,-0.19786869231104645,0.1351695233552439,110,110,-0.09901254153180156,0.09901254153180228
GSE181297,RND3,0.45584360494778303,0.7734182041356806,4,3,0.24225643654009849,-0.32300858205346045
GSE188952,RND3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RND3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RND3,-0.9129225199070161,0.48274570372248343,10,9,-0.41590403405006227,0.46211559338895825
Sun_Burns,RND3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF121,-0.2322028415910738,0.46100977218393535,9,10,-0.1305792924808482,0.11752136323276523
GSE158395,RNF121,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF121,0.33111392341712903,0.1357607892102928,110,110,0.1642382747783802,-0.1642382747783794
GSE181297,RNF121,-0.11053954731993501,0.7643337742387327,4,3,-0.06144493359254305,0.08192657812339192
GSE188952,RNF121,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF121,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF121,0.6182072459923733,0.47028553536010376,10,9,0.2985107343192434,-0.3316785936880487
Sun_Burns,RNF121,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF122,-0.0309663529087461,0.45949575157633654,9,10,-0.01755413772889236,0.01579872395599935
GSE158395,RNF122,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF122,0.08400998059180415,0.13489943793971995,110,110,0.04220891092536278,-0.04220891092536295
GSE181297,RNF122,-1.0123265599110225,0.8102676687617296,4,3,-0.46150723760692597,0.6153429834759021
GSE188952,RNF122,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF122,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF122,0.8198871835900108,0.4783314534602599,10,9,0.3810714398696806,-0.42341271096631233
Sun_Burns,RNF122,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF125,0.23347461001459846,0.46102667509716805,9,10,0.13128279303844997,-0.11815451373460148
GSE158395,RNF125,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF125,-0.0485004279365156,0.13485979496827963,110,110,-0.024382492079020497,0.024382492079020445
GSE181297,RNF125,-0.1709504370673042,0.7651279406833198,4,3,-0.09463918785537842,0.1261855838071727
GSE188952,RNF125,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF125,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF125,0.6417083484784408,0.47111323442540554,10,9,0.3086117139697772,-0.3429019044108571
Sun_Burns,RNF125,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF128,1.3725417522418024,0.5105748330086605,9,10,0.6200110518756576,-0.5580099466880916
GSE158395,RNF128,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF128,0.32349641416212904,0.13571904410127225,110,110,0.1605588281057937,-0.16055882810579383
GSE181297,RNF128,-0.6623338568043122,0.784007689673292,4,3,-0.3353943473954441,0.4471924631939252
GSE188952,RNF128,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF128,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF128,-0.9015715185649376,0.4821839959281134,10,9,-0.41176631541186187,0.4575181282354019
Sun_Burns,RNF128,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF130,-0.007619240059881979,0.4594699542047082,9,10,-0.004319772021432276,0.0038877948192887536
GSE158395,RNF130,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF130,0.049197052690614355,0.13486036844550672,110,110,0.024732490723316177,-0.024732490723315754
GSE181297,RNF130,-1.8017761433414001,0.9028947074105943,4,3,-0.6266393022652432,0.8355190696869874
GSE188952,RNF130,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF130,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF130,-0.4619289562977225,0.4655387536270696,10,9,-0.22838276363898627,0.25375862626554363
Sun_Burns,RNF130,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF141,-1.2087874406270294,0.4995626850408862,9,10,-0.5698870479864043,0.5128983431877656
GSE158395,RNF141,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF141,0.28234291973261494,0.13551012646094637,110,110,0.14056769668848532,-0.1405676966884877
GSE181297,RNF141,-0.395162753789676,0.7710299358950852,4,3,-0.21243142437396417,0.2832418991652849
GSE188952,RNF141,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF141,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF141,0.7678165492231235,0.4760518679028226,10,9,0.36066707369380413,-0.40074119299311595
Sun_Burns,RNF141,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF146,1.957707156480727,0.5585422646392755,9,10,0.7534134021087835,-0.6780720618979167
GSE158395,RNF146,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF146,0.02852670691389282,0.13484683038887416,110,110,0.014343957786173617,-0.014343957786172154
GSE181297,RNF146,0.11958613818294506,0.7644310447792517,4,3,0.06644037331385932,-0.08858716441848412
GSE188952,RNF146,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF146,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF146,-0.7334759488351803,0.4746247600873183,10,9,-0.34685783536623405,0.38539759485137187
Sun_Burns,RNF146,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF170,-0.5892904354862948,0.46930759298246605,9,10,-0.31768455293735387,0.2859160976436371
GSE158395,RNF170,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF170,0.23490489413385243,0.13530420531400578,110,110,0.11730903710103345,-0.11730903710103463
GSE181297,RNF170,-0.24256464853045231,0.7665089821197405,4,3,-0.13334723632659506,0.17779631510212768
GSE188952,RNF170,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF170,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF170,0.8965332315095657,0.4819367194052939,10,9,0.4099197399185825,-0.4554663776873152
Sun_Burns,RNF170,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF19B,-0.25074297149883346,0.4612652581980148,9,10,-0.14081606779289035,0.12673446101360356
GSE158395,RNF19B,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF19B,0.06351108336455283,0.13487396185218575,110,110,0.03192194655408326,-0.03192194655408316
GSE181297,RNF19B,-1.4534025021354882,0.8568649460129294,4,3,-0.569925706222342,0.7599009416297889
GSE188952,RNF19B,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF19B,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF19B,-0.22126011725001762,0.460868124239111,10,9,-0.11206664802342914,0.12451849780380919
Sun_Burns,RNF19B,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF208,-0.7810734387310264,0.47661906721674635,9,10,-0.4065814705567031,0.3659233235010125
GSE158395,RNF208,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF208,-0.324602944813363,0.1357250485338039,110,110,-0.16109373149329934,0.1610937314932999
GSE181297,RNF208,-0.7414705460563739,0.7890521093300947,4,3,-0.3674154554242951,0.48988727389905967
GSE188952,RNF208,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF208,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF208,0.8474043579236495,0.47959183216043794,10,9,0.3915916451781617,-0.43510182797573366
Sun_Burns,RNF208,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF24,0.30379337591320704,0.4621036747843886,9,10,0.1698619570824386,-0.15287576137419526
GSE158395,RNF24,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF24,0.3924302716167728,0.13613163347291019,110,110,0.19359375516567418,-0.19359375516567404
GSE181297,RNF24,-0.3467576348385435,0.7693646508639213,4,3,-0.18793301895534711,0.25057735860713043
GSE188952,RNF24,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF24,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF24,-0.30312663625736636,0.46209215245876206,10,9,-0.15254941004170428,0.1694993444907829
Sun_Burns,RNF24,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF39,0.25582333925963907,0.4613386643674258,9,10,0.14361381979506185,-0.129252437815568
GSE158395,RNF39,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF39,-0.11068888704613244,0.13494318694880036,110,110,-0.055576531815168875,0.05557653181516889
GSE181297,RNF39,-0.9170926436681612,0.802127776770586,4,3,-0.43109169123891083,0.5747889216518809
GSE188952,RNF39,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF39,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF39,0.34965998481175914,0.4629562991539659,10,9,0.17517892274286187,-0.19464324749206804
Sun_Burns,RNF39,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF43,-0.4964822603702415,0.4664738063691693,9,10,-0.2714547581586284,0.24430928234275795
GSE158395,RNF43,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF43,-0.3526449164070288,0.1358839615014801,110,110,-0.17460065613075448,0.17460065613075448
GSE181297,RNF43,-0.843787159438873,0.7963597283487885,4,3,-0.40573632441385393,0.5409817658851388
GSE188952,RNF43,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF43,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF43,-0.08320381700095912,0.45966650088566074,10,9,-0.04241116503535122,0.047123516705942295
Sun_Burns,RNF43,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RNF44,0.16177148935879196,0.46021711801095017,9,10,0.0913537853398788,-0.08221840680588391
GSE158395,RNF44,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RNF44,-0.2425166597036384,0.13533472250005815,110,110,-0.12105517951223897,0.12105517951223968
GSE181297,RNF44,-0.7029482518139532,0.7865295794726059,4,3,-0.3520883248874064,0.46945109984987554
GSE188952,RNF44,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RNF44,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RNF44,-0.3389891904044889,0.4627473987937159,10,9,-0.1700168704304054,0.1889076338115622
Sun_Burns,RNF44,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROBO1,-1.8296007085022001,0.5469932399941658,9,10,-0.7294502322791705,0.656505209051247
GSE158395,ROBO1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROBO1,0.1600462943152191,0.13505566879425576,110,110,0.08022309709564128,-0.08022309709564174
GSE181297,ROBO1,1.0204647846837014,0.8109965229556527,4,3,0.46397823855924164,-0.6186376514123194
GSE188952,ROBO1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROBO1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROBO1,0.4774970817360157,0.4659519312594784,10,9,0.235586438590461,-0.26176270954495534
Sun_Burns,ROBO1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROBO3,-1.272990706680377,0.503741986001732,9,10,-0.5903075841932459,0.5312768257739321
GSE158395,ROBO3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROBO3,-0.04084739067959186,0.13485403311902341,110,110,-0.020536883592218506,0.02053688359221839
GSE181297,ROBO3,-2.842448493507692,1.0772378734824812,4,3,-0.7154231497952945,0.9538975330603915
GSE188952,ROBO3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROBO3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROBO3,0.11729051726493378,0.4598620870967872,10,9,0.059723891814636075,-0.06635987979403994
Sun_Burns,ROBO3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROBO4,-0.8579052243365273,0.4800828765121303,9,10,-0.43950904970380456,0.3955581447334196
GSE158395,ROBO4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROBO4,0.14844164547792799,0.1350255440657618,110,110,0.07443991270652893,-0.07443991270652882
GSE181297,ROBO4,0.6556037940142723,0.7836035350223158,4,3,0.3325752064440378,-0.443433608592051
GSE188952,ROBO4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROBO4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROBO4,0.23815090961472013,0.4610896156181099,10,9,0.12048114867894026,-0.13386794297659507
Sun_Burns,ROBO4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROCK1,-0.4057581147375309,0.46415916819379677,9,10,-0.22447523382067486,0.2020277104385979
GSE158395,ROCK1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROCK1,0.36683468443005635,0.1359693120933485,110,110,0.18139837108786103,-0.18139837108786147
GSE181297,ROCK1,1.7462150896024524,0.8950631983202546,4,3,0.6189021347012816,-0.8252028462683767
GSE188952,ROCK1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROCK1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROCK1,0.8977254592363841,0.4819951196079468,10,9,0.4103572567028978,-0.45595250744766624
Sun_Burns,ROCK1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROCK2,0.5640678629372379,0.46849127319347394,9,10,0.30531572928734435,-0.27478415635860476
GSE158395,ROCK2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROCK2,0.5887132479694799,0.13772983508843725,110,110,0.2838195997112139,-0.28381959971121556
GSE181297,ROCK2,1.3785094135492633,0.8479788941911316,4,3,0.5548139640257731,-0.7397519520343624
GSE188952,ROCK2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROCK2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROCK2,-0.7127288295497203,0.47379222091249906,10,9,-0.33838071087206784,0.3759785676356315
Sun_Burns,ROCK2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROGDI,0.029373090809165964,0.45949299864908044,9,10,0.016651197178070634,-0.014986077460254066
GSE158395,ROGDI,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROGDI,0.4181620396019872,0.13630563494124728,110,110,0.2057637985537932,-0.2057637985537946
GSE181297,ROGDI,-1.280872879660988,0.8369716670626013,4,3,-0.5332574790344442,0.7110099720459244
GSE188952,ROGDI,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROGDI,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROGDI,0.304626916616695,0.4621181149010789,10,9,0.15328367453530958,-0.17031519392812194
Sun_Burns,ROGDI,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROM1,1.4795736252884202,0.5183821069562526,9,10,0.6494208319530531,-0.5844787487577441
GSE158395,ROM1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROM1,-0.20491840954831866,0.13519339308234612,110,110,-0.10250358590343987,0.10250358590344023
GSE181297,ROM1,-0.8607773916902351,0.7976574804079984,4,3,-0.4117670808101248,0.5490227744134974
GSE188952,ROM1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROM1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROM1,-0.47032100245534664,0.465759822552942,10,9,-0.2322715455514522,0.25807949505717004
Sun_Burns,ROM1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROR1,1.462403227015257,0.5170983165350072,9,10,0.6448722779733251,-0.5803850501759942
GSE158395,ROR1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROR1,0.17883122235848053,0.13510922017937116,110,110,0.08956710414809387,-0.08956710414809352
GSE181297,ROR1,1.1188972804051007,0.8202176449300601,4,3,0.4923358027130211,-0.6564477369506944
GSE188952,ROR1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROR1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROR1,1.1408208763608783,0.49533865327202437,10,9,0.4924332852135529,-0.5471480946817254
Sun_Burns,ROR1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ROR2,1.4428185468339791,0.5156484824014356,9,10,0.6396063119044277,-0.5756456807139838
GSE158395,ROR2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ROR2,0.19264006276905668,0.13515235673611659,110,110,0.09642092445301888,-0.09642092445301878
GSE181297,ROR2,1.411595863140916,0.8518580342615453,4,3,0.5616357918764628,-0.7488477225019515
GSE188952,ROR2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ROR2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ROR2,-1.2270451402958082,0.5007326736773294,10,9,-0.5182177234924554,0.5757974705471726
Sun_Burns,ROR2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RORB,-1.0909267784300403,0.49237190314142054,9,10,-0.5297027029829208,0.4767324326846286
GSE158395,RORB,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RORB,0.1816149623678233,0.13511765911903886,110,110,0.09094983486128948,-0.09094983486128964
GSE181297,RORB,0.3940241826151425,0.7709883139355337,4,3,0.2118621453214793,-0.2824828604286389
GSE188952,RORB,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RORB,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RORB,-0.4463034948214753,0.46513747350173923,10,9,-0.2211076207900189,0.24567513421113338
Sun_Burns,RORB,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RP2,-0.33434092803943555,0.4626583961590171,9,10,-0.18640338690594976,0.1677630482153611
GSE158395,RP2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RP2,0.5246181433037046,0.1371398108458152,110,110,0.2550529094103591,-0.2550529094103586
GSE181297,RP2,1.1242629357822767,0.8207415556086394,4,3,0.4938025781080553,-0.6584034374774064
GSE188952,RP2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RP2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RP2,-0.4066863786673179,0.4641805465666792,10,9,-0.20246769781118132,0.2249641086790922
Sun_Burns,RP2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPA1,0.8286458527848531,0.4787284740676614,9,10,0.42715531587098415,-0.3844397842838629
GSE158395,RPA1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPA1,0.560506280480479,0.13746212114994097,110,110,0.27124941326776614,-0.2712494132677675
GSE181297,RPA1,-0.14522456559358501,0.7647481770920465,4,3,-0.08055352772307073,0.10740470363076297
GSE188952,RPA1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPA1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPA1,-0.012798350120245989,0.4594729824251173,10,9,-0.006530383025572356,0.007255981139524427
Sun_Burns,RPA1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPA4,0.17638628933617728,0.46035839428839537,9,10,0.0995324086722288,-0.08957916780500455
GSE158395,RPA4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPA4,0.28454384513901937,0.1355205888400734,110,110,0.14164145285188173,-0.1416414528518819
GSE181297,RPA4,0.44923946375632795,0.7731421400669728,4,3,0.23906079323089016,-0.31874772430785336
GSE188952,RPA4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPA4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPA4,-0.3957798360410405,0.4639323879062465,10,9,-0.1972890329007589,0.21921003655639723
Sun_Burns,RPA4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPGR,0.29080382068541905,0.4618837027339771,9,10,0.16278583820507628,-0.1465072543845696
GSE158395,RPGR,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPGR,0.15082645445784015,0.1350315503482959,110,110,0.07562901941289905,-0.07562901941289893
GSE181297,RPGR,0.7857885999656845,0.7921097682997648,4,3,0.3844383788684468,-0.5125845051579314
GSE188952,RPGR,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPGR,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPGR,-0.09859448079437803,0.459746586200237,10,9,-0.05023477829721802,0.05581642033024287
Sun_Burns,RPGR,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPGRIP1L,0.738286799460493,0.47482100839435,9,10,0.38756570571236426,-0.3488091351411274
GSE158395,RPGRIP1L,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPGRIP1L,0.2817985587095324,0.1355075511791499,110,110,0.14030204454215514,-0.1403020445421552
GSE181297,RPGRIP1L,1.0918085630000456,0.8176059391779537,4,3,0.48480822453617123,-0.6464109660482303
GSE188952,RPGRIP1L,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPGRIP1L,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPGRIP1L,-0.6427086556990431,0.47114911703455337,10,9,-0.30903893539495025,0.3433765948832784
Sun_Burns,RPGRIP1L,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPH3AL,-0.4386470484699018,0.46494576523995557,9,10,-0.2416963384389873,0.21752670459508247
GSE158395,RPH3AL,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPH3AL,-0.027406899515129042,0.134846302559458,110,110,-0.013780999605815131,0.013780999605815176
GSE181297,RPH3AL,-0.6296484223199008,0.7820816454636857,4,3,-0.32156276929267125,0.42875035905689424
GSE188952,RPH3AL,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPH3AL,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPH3AL,-0.5826764589703569,0.4690902190764266,10,9,-0.28301007957225244,0.3144556439691672
Sun_Burns,RPH3AL,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPL13,-0.40599171456649097,0.4641645436049268,9,10,-0.22459827548040665,0.20213844793236513
GSE158395,RPL13,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPL13,-0.9152687101350732,0.1417240982568237,110,110,-0.4179398201821483,0.41793982018214476
GSE181297,RPL13,-0.5237185721222408,0.7764823523637329,4,3,-0.27435016683823676,0.3658002224509777
GSE188952,RPL13,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPL13,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPL13,-0.11884054597218284,0.45987255950881567,10,9,-0.06050979329511004,0.06723310366123197
Sun_Burns,RPL13,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPL14,-0.22887170157184952,0.4609659331516643,9,10,-0.12873572991386592,0.11586215692247355
GSE158395,RPL14,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPL14,-1.0542347221080461,0.14390188299748982,110,110,-0.4681633208877804,0.4681633208877744
GSE181297,RPL14,-0.6831848128065215,0.7852846688174454,4,3,-0.344033271138947,0.4587110281852647
GSE188952,RPL14,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPL14,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPL14,-0.3501527472513919,0.4629660999477039,10,9,-0.17541689220732853,0.1949076580081424
Sun_Burns,RPL14,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPL17,-0.25138403405682685,0.4612744403680589,9,10,-0.14116927804970736,0.1270523502447341
GSE158395,RPL17,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPL17,-1.0669959179917665,0.1441154862744324,110,110,-0.47256489626850257,0.47256489626850307
GSE181297,RPL17,-1.0535540320420707,0.8140131082262729,4,3,-0.47382315204094055,0.6317642027212641
GSE188952,RPL17,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPL17,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,RPL17,-0.7178818879490596,0.47399690836398833,10,9,-0.3404955841811742,0.3783284268679716
Sun_Burns,RPL17,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,RPL18,-0.0863727488520781,0.4596818829641145,9,10,-0.04891427589336656,0.04402284830402168
GSE158395,RPL18,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,RPL18,-0.7459302108574282,0.13945031600953314,110,110,-0.3511161411514117,0.3511161411514101
GSE181297,RPL18,-1.1281617270863533,0.8211236008025454,4,3,-0.49486338076867714,0.6598178410249028
GSE188952,RPL18,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,RPL18,0.0,0.3563483225498992,18,14,0.0,0.0
